id,author
3632,N. W. Park
3633,D. S. Soh
3634,Bo-Yu Hou (Northwest University
3635,Xi'an China)
3636,Bo-Yuan Hou (Chinese Academy of Sciences
3637,China) Report-no: BIHEP-TH-94-20 Subj-class: High Energy Physics - Theory
3638,Quantum Algebra Journal-ref: J.Math.Phys. 36 5110-5138 In this paper
3639,we introduce an $N times N$ matrix $ epsilon^{a bar{b}}$ in the quantum groups $SU_{q}$ to transform the conjugate representation into the standard form so that we are able to compute the explicit forms of the important quantities in the bicovariant differential calculus on $SU_{q}$
3640,such as the $q$-deformed structure constant ${ bf C}_{IJ}^{~K}$
3641,the $q$-deformed transposition operator $ Lambda$. From the $q$-gauge covariant condition we define the generalized $q$-deformed Killing form
3642,the $m$-th $q$-deformed Chern class $P_{m}$ for the quantum groups $SU_{q}$. Some useful relations of the generalized $q$-deformed Killing form are presented. In terms of the $q$-deformed homotopy operator we are able to compute the $q$-deformed Chern-Simons $Q_{2m-1}$ by the condition $dQ_{2m-1}=P_{m}$
3643,Furthermore
3644,the $q$-deformed cocycle hierarchy
3645,the $q$-deformed gauge covariant Lagrangian
3646,the $q$-deformed Yang-Mills equation are derived.
3647,R. Barbier
3648,J. Meyer
3649,M. Kibler
3650,Mark A. Walton
3651,V.V. Sreedhar
3652,Friedemann Brandt
3653,L.V. Avdeev
3654,A. S. Cattaneo
3655,P. Cotta-Ramusino
3656,L.Jenkovszky
3657,M.Kibler
3658,A.Mishchenko
3659,Chul H. Lee
3660,Joon Ha Kim
3661,N.S.Ananikian
3662,R.R.Lusiniants
3663,K.A.Oganessyan (Yerevan Physics Institute
3664,Alikhanian Br.2
3665,375036
3666,Yerevan
3667,Armenia)
3668,Nils-Peter Skoruppa
3669,Yu.F. Smirnov
3670,M.R. Kibler
3671,"C.A. L ""utken"
3672,M.A. Rodriguez
3673,C.H. Oh
3674,K. Singh
3675,M. T. Grisaru
3676,Edwin Lim-Lombridas
3677,G. Bonelli
3678,M. Matone
3679,Mikolaj Sawicki
3680,N.S. Manton
3681,M.K. Murray
3682,M.W. de Oliveira
3683,Cyril FURTLEHNER
3684,M. Chu
3685,P. Goddard
3686,J. P. Gauntlett
3687,Meifang Chu
3688,Peter Goddard
3689,R.E. Kallosh
3690,K. S. Virbhadra
3691,J. C. Parikh
3692,A. Ferrando
3693,A. Jaramillo
3694,James Steele
3695,Jacobus Verbaarschot
3696,M. C. B. Abdalla
3697,A.Hamid Bougourzi
3698,Marek Pawlowski
3699,Ryszard Raczka
3700,T. H. Hansson
3701,V. Vento
3702,S. Dusini
3703,H.E. Boos
3704,S. J. Gates Jr
3705,E. Corrigan P.E. Dorey
3706,J.M. Isidro
3707,O.V. Kechkin
3708,Keiji Kikkawa
3709,Humitaka Tamura
3710,O.A. Soloviev
3711,S. De Martino
3712,S. De Siena
3713,Marco Vekic
3714,Shao Liu
3715,V.P.Gusynin
3716,V.A.Miransky
3717,I.A.Shovkovy
3718,J.M. Aroca
3719,M.Baig
3720,H.Fort
3721,N. A. Ansari
3722,M.A.Man'ko
3723,V
3724,I
3725,Man'ko
3726,R. Romano
3727,Ya.A.Korennoy
3728,Y.A.Muukhin
3729,G. Lifschytz
3730,J.Ruan
3731,R.J.Crewther
3732,E.Fradkin
3733,G. Papadopoulos P.C.West
3734,M.Stoilov
3735,R.Zaikov
3736,Erich Poppitz
3737,Lisa Randall
3738,B.H. Lian
3739,S.S. Roan
3740,S.-T. Yau
3741,Jouko Mickelsson
3742,C. H. Oh
3743,H. Garc ' I A-Compe ' an
3744,J.M. L ' opez-Romero
3745,M.A. Rodr ' I guez-Segura
3746,M. Socolovsky
3747,N.P.Warner
3748,T. Daiber
3749,S. Viefers
3750,Paul S. Norridge
3751,P. Pascual
3752,R. Tarrach
3753,S. Giller
3754,A. Gangopadhyaya
3755,A. Pagnamenta
3756,U. Sukhatme
3757,Nelson R.F. Braga
3758,T. Sommer
3759,M.Yu.Kalmykov
3760,K.V.Stepanyantz
3761,L. Bonora
3762,Q.P. Liu
3763,C.S. Xiong
3764,E. Keski-Vakkuri
3765,S.D. Mathur
3766,"L.D. Faddeev Lectures delivered at the International School of Physics ""Enrico Fermi"""
3767,held in Villa Monastero
3768,Varenna
3769,Italy
3770,94.
3771,M.B.D. Silva
3772,T.G. Dargam
3773,B.Rusakov
3774,S.Yankielowicz
3775,Jos 'e Ignacio Latorre
3776,E. Moreno
3777,M.J. Rodriguez-Plaza
3778,P.S.Howe
3779,M.I.Leeming
3780,Vitor Lemes
3781,Ricardo Renan
3782,A. Feoli
3783,G. Scarpetta
3784,Leszek Hadasz
3785,Pawel Wegrzyn
3786,A.Cucchieri
3787,Ricardo Amorim
3788,Jean-Fran c cois Roussel
3789,H.-C. Kao
3790,K. Lee
3791,C. Lee
3792,T. Lee
3793,C. Daboul
3794,J. Daboul
3795,P. Slodowy
3796,Ralph Blumenhagen
3797,Andreas Wisskirchen
3798,Jun-ichirou Koga
3799,Kei-ichi Maeda
3800,I.Vanzetta
3801,Finn Larsen
3802,S.L.Lyakhovich
3803,I. V. Tyutin
3804,M.B. Paranjape
3805,s. Zerbini
3806,A. Yu. Alekseev
3807,K.M. Apfeldorf
3808,C.R. Ordonez
3809,Giovanni Modanese (Max-Planck-Institut fuer Physik
3810,Muenchen.)
3811,A.O.Barut
3812,J.R.Zeni
3813,A.J.Laufer
3814,A. Ashtekar
3815,J. Lewandowski
3816,D. Marolf
3817,J. Mourao
3818,T. Thiemann
3819,Motowo Yamanobe
3820,Sumio Ishikawa
3821,Yasuhiro Iwama
3822,Tadashi Miyazaki
3823,Kazuyoshi Yamamoto
3824,Ritsu Yoshida
3825,S. Rouhani
3826,A. Shariati
3827,Anne Schilling
3828,Marcelo Carvalho
3829,Luiz Claudio Queiroz Vilar
3830,S. Bornholdt
3831,N. Tetradis
3832,C. Wetterich
3833,Zhan-Ning Hu
3834,Bo-Yu Hou
3835,A.L. Carey
3836,Hanying Guo
3837,Jianming Li
3838,7 pages
3839,Latex
3840,ASITP-94-25 By means of the non-commutative differential geometry
3841,we construct an $SU$ generalized gauge field model. It is of $SU times pi_4)$ gauge invariance. We show that this model not only includes the Higgs field automatically on the equal footing with ordinary Yang-Mills gauge potentials but also is stable against quantum correlation.
3842,Jeeva Anandan
3843,Shinya Wada
3844,Hao-Gang Ding
3845,H.J.Shin
3846,A.A. Deriglazov
3847,A.V.Galajinsky
3848,Myriam Mondragon
3849,Nicholas D. Tracas
3850,George Zoupanos
3851,J.A. Adams
3852,S. Elitzur
3853,S. Alexander Ridgway
3854,Alexander Belopolsky
3855,C.R. Fernandez-Pousa
3856,M.V. Gallas
3857,"Kenichi Horie (Institut f""ur Physik"
3858,"Johannes Gutenberg--Universit""at Mainz"
3859,D--55099 Mainz
3860,John Hiller
3861,Steve Pinsky
3862,A. Molev
3863,M. Nazarov
3864,G. Olshanskii
3865,H. Sazdjian
3866,Y.S. Stanev
3867,I.T. Todorov
3868,Masao Jinzenji
3869,Masaru Nagura (Department of Phisics
3870,The University of Tokyo)
3871,P.G.Savvidy
3872,L.G. Mardoyan
3873,G.S. Pogosyan
3874,M.Bianchi
3875,G.C.Rossi
3876,Tsukasa Tada
3877,Shozo Uehara
3878,Mikhail S.Volkov
3879,Dmitri D.Gal'tsov
3880,K.M. Benson
3881,A.V. Manohar
3882,M. Saadi
3883,Marcus T. Grisaru
3884,Marcia E. Wehlau
3885,K. Ohta
3886,H. Suzuki
3887,P.A. Blaga
3888,H. Zerrouki
3889,Y.-S. Song
3890,N.Ciccoli
3891,T. Hatsuda
3892,H. Kuratsuji
3893,M. Hage Hassan
3894,M. Flato
3895,D. Sternheimer
3896,Alpan Raval
3897,Murray Gerstenhaber
3898,Alexander A. Voronov
3899,Akikazu Hashimoto
3900,C.Duval
3901,V.Ovsienko
3902,C.Roger
3903,A.V. Galajinsky
3904,Y.J. Feng
3905,M.C.von Reichenbach
3906,M.L.Trobo
3907,Chang-Pu Sun (ITP
3908,Northeast Normal University
3909,Chang-Pu Sun (Institute of Theoretical Physics
3910,Changchun 130024
3911,hspace{1cm} P.R.China)
3912,H. T. Cho
3913,A. Abdesselam
3914,V. Rivasseau
3915,Thomas Mohaupt
3916,A.Kapustin
3917,A.Brignole
3918,F. Maltoni
3919,L. Guieu
3920,V. Yu. Ovsienko
3921,Alexandros A. Kehagias
3922,Patrick A.A. Meessen
3923,A.Candiello
3924,K.Lechner
3925,B. M. Pimentel
3926,J. L. Tomazelli
3927,K.Funahashi
3928,T.Kashiwa
3929,S.Sakoda
3930,K.Fujii
3931,S.O. Fedoruk
3932,V.G. Zima
3933,Mirjam Cveti v c
3934,M. Tachibana
3935,Simone Artz
3936,T. Matos (CINVESTAV-Ipn
3937,Mexico)
3938,Hitoshi Konno
3939,S.-W. Chung
3940,G. Hockney
3941,J. Lykken
3942,T.Horiguchi
3943,K.Maeda
3944,M.Sakmaoto
3945,C.Itoi
3946,S.Nishigaki
3947,N.Sakai
3948,A.Perica
3949,K.-H.Rehren
3950,Ya.S.Stanev
3951,I.T.Todorov
3952,Louis H. Kauffman
3953,David N. Yetter
3954,J.A. de Azcarraga
3955,S. Graffi
3956,V.R. Manfredi
3957,L. Salasnich
3958,B. Basu-Mallick
3959,Ante Perica
3960,Nick Manton
3961,Paul Sutcliffe
3962,Yong-Wan Kim
3963,Kee Yong Kim
3964,Yongduk Kim
3965,E. Andres
3966,Carmen Nunez
3967,D. M. Gitman
3968,A. E. Goncalves
3969,I. Andri 'c
3970,L. Jonke
3971,P. Labastie
3972,Valeri V. Dvoeglazov (Zacatecas University
3973,M 'exico)
3974,M.M.Leite
3975,V.O.Rivelles
3976,K.-W. Xu
3977,Michael Bershadsky
3978,"Vladimir Sadov Journal-ref: Int.J.Mod.Phys. A11 4689-4730 In this paper we discuss the connection on a space of $N=2$ TCFT's that appears in the context of background dependence. We formulate a family of { it target space field theories} with a similar connection on it. Each theory is a gauge theory . It describes deformations of K ""ahler structures much like Kodaira Spencer theory describes deformations of the complex structures. It is manifestly background independent. It appears to be a target space field theory for supersymmetric quantum mechanics."
3979,Robert de Mello Koch
3980,Jo ~ao P. Rodrigues
3981,M. Anazawa
3982,A. Ishikawa
3983,Gabriele Ferretti
3984,M.Schaden
3985,D.Zwanziger
3986,K.N.Ilinski
3987,G.V.Kalinin
3988,V.V.Melezhik
3989,C.S.Lim
3990,P. Montague
3991,D.A.R. Dalvit
3992,Doron Gepner Journal-ref: Phys.Lett. B348 377-385 We revisit the solvable lattice models described by Andrews Baxter
3993,Forrester
3994,their generalizations. The expressions for the local state probabilities were shown to be related to characters of the minimal models. We recompute these local state probabilities by a different method. This yields generalized Rogers Ramanujan identities
3995,some of which recently conjectured by Kedem et al. Our method provides a proof for some cases
3996,as well as generating new such identities.
3997,A.N.Theron
3998,F.G.Scholtz
3999,H.B.Geyer
4000,M. T. Batchelor
4001,V.V.Mangazeev
4002,S.M.Sergeev
4003,Yu.G.Stroganov
4004,O.T. Turgut
4005,"Dieter L ""{u}st"
4006,Koushik Ray
4007,M.J. Martins
4008,P.B. Ramos
4009,G. W. Gibbons
4010,J.Loffelholz
4011,G.Morchio
4012,F.Strocchi
4013,G. Modanese (INFN
4014,Trento
4015,Max-Planck-Institut
4016,Muenchen)
4017,Vladimir A. Kazakov
4018,Thomas Wynter
4019,A. Kapustin
4020,Shin-Ichi Kojima
4021,Haru-Tada Sato
4022,M. Hindmarsh
4023,K. Strobl
4024,Brandon Carter
4025,Javier Mas
4026,H. Boschi-Filho
4027,K. Kirsten
4028,P L Christiansen
4029,N A Kostov
4030,Takashi Kimura
4031,A.A. Btsenko
4032,A.D. Odintsov
4033,F. Barbarin
4034,K. Fredenhagen
4035,M.R. Gaberdiel
4036,S.M. Rueger
4037,Chang-Ho Kim
4038,R.Gianvittorio
4039,J.Stephany
4040,George Leibbrandt
4041,Jimmy Williams
4042,M. Calixto
4043,P.J.Arias
4044,A. Aghamohammadi
4045,M. Khorrami
4046,Timothy J. Hollwood
4047,H.Gustafsson
4048,"U.Lindstr ""om"
4049,P.Saltsidis
4050,B.Sundborg
4051,R.v.Unge
4052,I.Roditi
4053,L.M.C.S.Rodrigues
4054,S.Sciuto
4055,J. Van der Jeugt
4056,R. Jagannathan
4057,S. James Gates Jr.
4058,L. Rana
4059,E. D'Hoker
4060,D. H. Phong
4061,Hugo Garcia-Compean
4062,Laura E. Morales
4063,A. M. Ghezelbash
4064,A.J. Gill
4065,R.J. Rivers
4066,R. Chakrabarti
4067,Jean Avan (LPTHE Paris 6/7
4068,Antal Jevicki (Physics Dept. Brown University
4069,M. Horibe
4070,K. Shigemoto
4071,Hong-Bo Teng
4072,Noriko Saitoh
4073,Akinobu Shimizu
4074,The University of Tokyo
4075,Hyeonjoon Shin
4076,D. Buchholz
4077,C. D'Antoni
4078,O.F. Dayi
4079,I.H. Duru
4080,G. Bandelloni
4081,S.Lazzarini
4082,J. Abad
4083,M. Rios
4084,J. Rasmussen
4085,M. Weis
4086,Luis J. Boya
4087,J.S.Apps
4088,Z. Lalak
4089,A. Niemeyer
4090,A. Font
4091,L.E. Ibanez
4092,A.M. Uranga
4093,J.L. Jacquot
4094,J. Richert
4095,M. Umezawa
4096,Nicole Marshall
4097,K.D.Rothe
4098,D.K. Park
4099,Minoru Hirayama
4100,Takeshi Hamada
4101,Jin Chen
4102,T. Ort '{ i}n
4103,K. Kaviani Report-no: IPM-94-67
4104,L. Schuelke
4105,Y. Lozano Report-no: CERN-TH-7486/94
4106,FTUAM-94/26
4107,S. Samuel
4108,V. Radovanovi 'c
4109,Dj. v{S}ija vc}ki
4110,C.Klimcik
4111,P.Severa
4112,Giovanni Felder
4113,Christian Wieczerkowski
4114,Kenneth G. Wilson
4115,David G. Robertson Report-no: OSU-NT-94-08
4116,Martina Brisudova Report-no: OSU-NT-94-09
4117,S.O. Warnaar
4118,P.A. Pearce
4119,T.S.Hakobyan
4120,A. Pasquinucci
4121,K. Roland (Niels Bohr Institute
4122,Copenhagen)
4123,Rajesh Gopakumar
4124,P. Brax
4125,M. Chemtob
4126,Grigoryan G.V.
4127,Grigoryan R.P.
4128,Sarkissian G.A
4129,S.D. Odintsov Report-no: UB-ECM-PF 94/30
4130,Haret C. Rosu
4131,Marco Reyes
4132,Ryuji KEMMOKU
4133,Satoru SAITO
4134,13 pages
4135,Latex Report-no: TMUP-HEL-9407 It is shown that the $W_{1+ infty}$ algebra is nothing but the simplest subalgebra of a $q$-discretized vi algebra
4136,in the language of the KP hierarchy explicitly.
4137,Piotr Kosinski
4138,Pawel Maslanka
4139,J.Donin
4140,D.Gurevich
4141,M.V. Saveliev
4142,B.Jurco
4143,M. Schlieker
4144,Joshua Feinberg
4145,M. P. Grabowski
4146,M. Finkelberg
4147,V. Schechtman.
4148,A. Foerster
4149,P. S. Kuhn
4150,A. Burnel
4151,H. Caprasse
4152,A. Dresse
4153,B. Bruegmann
4154,L. Chen
4155,G. Dunne
4156,Rajesh Parwani
4157,Harvendra Singh
4158,R.P.Manvelyan
4159,Nguyen Suan Han
4160,Hoang Ngoc Long
4161,Dang Van Soa
4162,R.Longo
4163,V.Schechtman
4164,H.Terao
4165,A.Varchenko
4166,Toshiyuki Harano
4167,M. Zeni
4168,Lubna Rana
4169,S. Y. Choi
4170,J. S. Shim
4171,H. S. Song
4172,M. Vasiliev
4173,V. A. Tsokur
4174,Yu. M. Zinoviev Report-no: IHEP 94-114
4175,Yu. M. Zinoviev Report-no: IHEP 94 - 115
4176,B. Abdesselam
4177,A. Chakrabarti
4178,L.H.Ford
4179,N.F.Svaiter
4180,Arthur Mezhlumian
4181,H. Konno
4182,Alexander Braverman
4183,Dennis Gaitsgory
4184,P.Kosi{ 'n}ski
4185,J.Lukierski
4186,P.Ma{ 's}lanka
4187,J.Sobczyk
4188,Beatriz Gato-Rivera
4189,Jose Ignacio Rosado
4190,G. Soliani
4191,E. Moreno Report-no: CERN-TH.7482/94
4192,UB-ECM-PF 94/32
4193,McGill/94-54
4194,Daniela Garajeu
4195,Richard Grimm
4196,Serge Lazzarini
4197,J. Madore
4198,T. Masson
4199,J. Mourad
4200,Amit Ghosh
4201,T. Hubsch
4202,R. B. Levien
4203,Anthony Giaquinto
4204,J.J. Zhang
4205,F.G. Scholtz
4206,A.N. Theron
4207,H.B. Geyer (ITP
4208,University of Stellenbosch
4209,Stellenbosch
4210,South Africa)
4211,V. Chari
4212,A.N.Pressley
4213,M. A. De Andrade
4214,O. M. Del Cima
4215,I. Krichever
4216,A.A. Sharapov
4217,Ioannis Giannakis Report-no: CTP-TAMU-64/94
4218,ACT-22/94
4219,RU-94-B-8
4220,S.A. Lyakhovich
4221,A. Sorin
4222,N.P. Landsman
4223,U.A. Wiedemann
4224,D. Fliegner
4225,P. Haberl
4226,V.Tarasov
4227,A.Varchenko Report-no: to appear in Proceedings of XX-th ICGTMP (Osaka
4228,July 4-9
4229,1994)
4230,M. Billo'
4231,Ettore Aldrovandi
4232,Gregorio Falqui
4233,C. Wieczerkowski
4234,Y. Xylander
4235,D. Krob
4236,B. Leclerc
4237,J. Van der Jeugt.
4238,Taichi Itoh
4239,Masaki Sugiura
4240,Koichi Yamawaki
4241,F.Gliozzi
4242,F.Antonuccio
4243,N. Shtykov
4244,D.V.Vassilevich
4245,S.D. Odintsov Report-no: UB-ECM-PF 94/33
4246,Per Kraus
4247,Alex Deckmyn
4248,Ruud Siebelink
4249,M. Fleck
4250,D.J.Lamb
4251,A.Z.Capri
4252,M.A. van Eijck
4253,C.R. Stephens
4254,M. Reuter
4255,Shing-Tung Yau
4256,N. Pantoja
4257,M. Kobayashi
4258,R.E.Gamboa Saravi
4259,Jon R. Links
4260,Yao-Zhong Zhang Report-no: King's College London
4261,University of Queensland preprint
4262,KCL-TH-94-20
4263,UQMATH-94-10
4264,B. Julia (ENS
4265,Paris)
4266,P. Holod
4267,O.M. Del Cima
4268,F.A.B. Rabelo de Carvalho
4269,A.N. Schellekens
4270,D.J. Lamb
4271,A.Z. Capri
4272,Jorge Alfaro
4273,Ricardo Medina
4274,Luis F. Urrutia
4275,Bo-Yu Hou Report-no: AS-ITP-94-62
4276,S. Sachse
4277,H-T. Sato
4278,S. Duerr
4279,Dmitri V. Fursaev
4280,Sergey N. Solodukhin
4281,J. Boguszynski
4282,H. D. Dahmen
4283,R. Kretschmer
4284,L.Lukaszuk
4285,L. Szymanowski 11 pages in Latex
4286,SI 94-15 Journal-ref: Z.Phys. C69 475-480 The dynamics of massive particles in the collinear high momentum regime is investigated. Methods hitherto exploiting large time asymptotic Hamiltonians in the Dirac picture for the treatment of infrared divergences are adapted to the collinear asymptotic dynamics. The essential role of time ordering of the dressing operators is brought out.
4287,L. Crane
4288,D. Yetter
4289,S. P. de Alwis
4290,N. Ohta
4291,S.V. Esaibegyan
4292,S.N. Tamaryan Report-no: YERPHY-1429-94
4293,M. Abolhassani
4294,Alexander Berkovich
4295,J. Donin
4296,S. Shnider
4297,Yu Cai
4298,Chongying Dong
4299,Geoffrey Mason
4300,Zongzhu Lin
4301,R. Holman
4302,Pierre Sikivie
4303,Youli Kanev
4304,Joseph Bernstein
4305,Tanya Khovanova
4306,S.L. Woronowicz
4307,S. L. Woronowicz
4308,I.L. Shapiro Report-no: HUPD-9413
4309,B.A.Faizullaev
4310,M.M.Musakhanov
4311,S.Yu.Kalmykov
4312,E.S. Fraga
4313,C.A.A. De Carvalho
4314,H. C. Baehr
4315,"F. M ""uller-Hoissen"
4316,Dieter Lust
4317,D. Korotkin
4318,Jerzy Lewandowski
4319,S.J. Poletti
4320,J. Twamley
4321,D.L. Wiltshire
4322,Ingo Gaido
4323,G.M.Cicuta
4324,L.Molinari
4325,E.Montaldi
4326,S.Stramaglia
4327,I. Giannakis
4328,A. Nicolaidis
4329,R.M. Asherova
4330,N.A. Gromov
4331,M. De Francia
4332,H. Falomir
4333,M. Loewe
4334,E. M. Santangelo
4335,You-Quan Li
4336,Zhan-Ning Hu Report-no: AS-ITP-94-66
4337,Jen-Chi Lee
4338,C. Bartocci
4339,M. Carfora
4340,A. Marzuoli
4341,A.Borderies
4342,P. Grang 'e
4343,Andreas Ludwig
4344,P. Kosi 'nski
4345,P. Ma 'slanka
4346,Stefan Mashkevich
4347,Jan Myrheim
4348,K{ aa}re Olaussen
4349,C. Cronstrom
4350,M. Noga
4351,C. Jakovljevic
4352,Yaroslav Pugai
4353,V.A. Krykhtin
4354,Jin Bai-Qi
4355,Ma Zhong-Qi (Institute of High Energy Physics
4356,P. R. of China) Report-no: BIHEP-TH-94-41 The quantum Clebsch-Gordan coefficients
4357,the explicit form of the $ breve{R}_{q}$ matrix related with the minimal representation of the quantum enveloping algebra $U_{q}E_{7}$ are calculated in this paper.
4358,L.L. Salcedo
4359,E. Ruiz Arriola
4360,Ikuo Ichinose
4361,Yuji Satoh
4362,J. P. Garrahan
4363,L. M. Kruczenski
4364,C. L. Schat
4365,D. R. Bes
4366,N. N. Scoccola
4367,G.G. Hartwell
4368,S. Kanemura
4369,Paul Watts (LBL
4370,UC Berkeley)
4371,I.V.Volovich
4372,O. Ragnisco
4373,V.B. Kuznetsov
4374,J.M.Pons
4375,F.Zamora
4376,Paolo Rossi
4377,Daniel Kastler
4378,V. Elkonin
4379,Y. Shamir
4380,N. P. Warner
4381,Joakim Hallin
4382,Per Liljenberg
4383,Andreas W.W. Ludwig
4384,M. R. Douglas
4385,M. Li
4386,A. Lue
4387,A. Mikovic 'c
4388,B. Sazdovi 'c
4389,D.Ebert
4390,M.Nagy.M.K.Volkov
4391,N.A.Saulina
4392,M.V.Terentiev
4393,K.N.Zyablyuk
4394,Mu-In Park
4395,Kameshwar C. Wali (Physics Department
4396,Syracuse U.)
4397,J.M. Leinaas
4398,Younghoon Park
4399,Yongsung Yoon
4400,Yi Sun
4401,Jordi Paris
4402,Stuart Samuel
4403,V. Bazhanov
4404,S. Lukyanov
4405,A. Zamolodchikov
4406,A.Zee
4407,Debashis Gangopadhyay
4408,Soumitra Sengupta
4409,L.Accardi
4410,Y.G.Lu
4411,I.Volovich
4412,M.A. de Andrade
4413,Robert Marnelius
4414,Ulrich Quaade
4415,Igor Batalin
4416,Zala'n Horva'th
4417,Ga'bor Taka'cs
4418,J.Karkowski
4419,Z.Swierczynski
4420,P.Wegrzyn
4421,J.Strathdee (ICTP
4422,Trieste)
4423,A.K.Kapoor
4424,Pankaj Sharan
4425,A. K. Kapoor
4426,E.Elizalde
4427,S.D.Odintsov. Report-no: UB-ECM-PF 94/34
4428,Elias Kiritsis
4429,Costas Kounnas
4430,F.M.C. Witte
4431,S.P. Klevansky (Inst. f. Theoretical Physics
4432,Univ. Heidelberg. Philosophenweg 19
4433,69120
4434,Heidelberg
4435,I. G. Avramidi
4436,R. Schimming
4437,V.I.Matveev
4438,D.U.Matrasulov
4439,L. Viola
4440,David J. Fern 'andez C.
4441,Oscar Rosas-Ortiz
4442,T.NAKATSU
4443,K.TAKASAKI
4444,S.TSUJIMARU
4445,Esteban Calzetta
4446,B. L. Hu
4447,D. Litim
4448,D.Bernard. V.Pasquier
4449,D.Serban
4450,Hak-Soo Shin
4451,Kwang-Sup Soh
4452,S.M.Kuzenko
4453,A.Yu.Petrov
4454,J.V.Yarevskaya (Department of Theoretical Physics Tomsk State Pedagogical Institute
4455,N.~Shtykov
4456,D.~V.~Vassilevich
4457,K. Shiokawa Report-no: IASSNS-HEP/95/3
4458,R. Ricci
4459,I.~R. Klebanov
4460,C. Schmidhuber
4461,Rainer Verch
4462,C. P. Burgess
4463,M. Giovannini
4464,V. F. Mukhanov
4465,S.D. Odintsov Report-no: CEAB 94/7-12
4466,Alexei Yu. Nurmagambetov
4467,Vladimir I. Tkach
4468,J. Underwood
4469,R. J. Henderson
4470,N.R.F. Braga
4471,C. Wotzasek
4472,Ivan J. Muzinich
4473,Stamatis Vokos
4474,M. Calixto.
4475,G B Tupper
4476,F G Scholtz
4477,D.J. Toms
4478,A. Johansen
4479,V. Sadov
4480,P Bowcock
4481,E Corrigan
4482,PE Dorey
4483,RH Rietdijk
4484,A. Sorin Report-no: JINR-E2-95-27
4485,A.L. Larsen (Obs. de Paris
4486,DEMIRM)
4487,N. Sanchez (Obs. de Paris
4488,N. K. Nielsen
4489,U. J. Quaade
4490,Stefano Vinti
4491,Clovis Wotzasek
4492,I. Bandos
4493,D. Volkov
4494,Alex J. Feingold
4495,John F. X. Ries
4496,Michael D. Weiner
4497,Wulf Boettger
4498,Henning Wissowski
4499,Hans A. Kastrup
4500,J.Loeffelholz
4501,I.L. Shapiro (Univ. of Zaragoza
4502,C.G.Beneventano
4503,E.M.Santangelo
4504,Andr 'as Kaiser
4505,Alan Chodos
4506,Andrei Johansen
4507,Jesper Moller
4508,Michael Strickland
4509,Takeo Kojima
4510,S. James Gates Jr. (Dept. Physics
4511,U. of Maryland)
4512,Sergei V. Ketov (ITP
4513,U. of Hannover)
4514,Bruno IOCHUM
4515,"Thomas SCH ""UCKER"
4516,Kunio Funahashi
4517,Kazuyuki Fujii
4518,Ramesh Anishetty
4519,Rahul Basu
4520,N.D. Hari Dass
4521,H.S.Sharatchandra
4522,R.N.Lee
4523,A.I.Milstein.
4524,N.A. Batakis
4525,R. Gambini (Instituto de F '{ i}sica
4526,Montevideo
4527,Uruguay)
4528,Murat Gunaydin
4529,M. Alexandrov
4530,A. Schwarz
4531,O. Zaboronsky
4532,S. Skorik
4533,E. S. Moreira
4534,Jnr.
4535,A. Kehagias
4536,G. Zoupanos.
4537,Andrea Cappelli
4538,Carlo A. Trugenberger
4539,Guillermo R. Zemba
4540,J. L. Lopez
4541,E.Spallucci Report-no: UTS-DFT-9408
4542,Y H uji Ohta
4543,P.Sodano
4544,C.A. Trugenberger.
4545,S. De Bievre
4546,M. Degli Esposti
4547,R. Giachetti.
4548,R. J. Baxter
4549,M. J. O'Rourke
4550,Y.N.Srivastava
4551,A. Widom
4552,O.Brodbeck
4553,G.Lavrelashvili
4554,N.Straumann
4555,V. Lemes
4556,R. Renan
4557,C.Neves
4558,E.M.C.de Abreu
4559,C.Wotzasek.
4560,Alberto Zaffaroni
4561,Moshe Flato
4562,Jacques C.H. Simon
4563,Erik Taflin.
4564,Ninoslav Brali{ 'c}
4565,Eduardo Fradkin (University of Illinois at Urbana-Champaign
4566,Virginia Manias
4567,Fidel A. Schaposnik (Universidad Nacional de La Plata
4568,Argentina).
4569,Paul Pearce
4570,Youngjai Kiem
4571,F.A.Dilkes
4572,D.G.C.McKeon
4573,Won T. Kim
4574,Hyun Seok Yang
4575,G. Alejandro
4576,Marco Cavaglia'.
4577,B.R. Mistchuk
4578,Allen C. Hirshfeld
4579,Uwe Sassenberg
4580,Jose M. Sanchez de Santos.
4581,L. Accardi
4582,P.Kanti
4583,K.Tamvakis
4584,D. Zanon.
4585,F. Di Renzo
4586,E. Onofri (University of Parma
4587,Milano
4588,INFN)
4589,M.A. Halasz
4590,Sukanta Bose
4591,Leonard Parker
4592,Yoav Peleg
4593,Kei-Ichi Kondo (Chiba Univ./HLRZ
4594,KFA)
4595,S. ICHINOSE
4596,N. TSUDA
4597,T. YUKAWA
4598,Atsusi Okazaki
4599,Katrin Becker
4600,Melanie Becker
4601,Hiroyuki Takata (Hiroshima University
4602,Young Jai Park
4603,Ernest Baver
4604,P. Severa
4605,Yang Chen
4606,Kasper J. Eriksen
4607,Craig A. Tracy.
4608,Lukas Nellen
4609,Michael G. Schmidt
4610,Christian Schubert
4611,Thomas Curtright
4612,Cosmas Zachos
4613,M. Knecht
4614,R. Pasquier
4615,J.Y. Pasquier
4616,M.Rios
4617,M.Gasperini
4618,M.Giovannini
4619,K.A.Meissner
4620,G.Veneziano
4621,E. Elizalde S.D. Odintsov
4622,Viktor Dotsenko
4623,M.I.Caicedo
